-5.244345068931579590e-01,-4.607489407062530518e-01,3.213703334331512451e-01,-1.486268341541290283e-01,4.710708260536193848e-01,1.092562377452850342e-01,-3.873895406723022461e-01,-1.120980456471443176e-01,1.670615077018737793e-01
-3.777887225151062012e-01,-2.941328287124633789e-02,2.612535655498504639e-01,3.064604699611663818e-01,-5.330345630645751953e-01,6.179594993591308594e-01,2.982813715934753418e-01,-3.508760035037994385e-01,-2.147770822048187256e-01
6.692739725112915039e-01,4.164284840226173401e-02,4.695614874362945557e-01,5.232195854187011719e-01,-3.423267900943756104e-01,-6.745606064796447754e-01,-5.555143356323242188e-01,2.141009718179702759e-01,-2.838910818099975586e-01
4.747868180274963379e-01,1.128045916557312012e-01,8.293682932853698730e-01,-5.678096413612365723e-01,-6.727540493011474609e-01,-1.806315481662750244e-01,-2.888751402497291565e-02,-4.862722754478454590e-01,5.764068961143493652e-01
-7.651361823081970215e-02,-4.082864224910736084e-01,-2.545369267463684082e-01,7.663266360759735107e-02,-1.914877295494079590e-01,-3.623995780944824219e-01,6.406341195106506348e-01,9.134865403175354004e-01,-1.490311920642852783e-01
4.338848963379859924e-02,8.055195808410644531e-01,2.609117329120635986e-01,3.568216562271118164e-01,2.116113454103469849e-01,1.140980198979377747e-01,4.893306195735931396e-01,-1.678410768508911133e-01,6.058531999588012695e-01
6.238390803337097168e-01,-7.857559919357299805e-01,-5.626163631677627563e-02,6.889608502388000488e-01,-2.022071629762649536e-01,-2.550468444824218750e-01,1.138528659939765930e-01,-2.068265527486801147e-01,-9.938256144523620605e-01
1.931280046701431274e-01,5.209801197052001953e-01,-4.039628803730010986e-01,4.263562858104705811e-01,-1.011420488357543945e-01,-3.841295540332794189e-01,5.465268716216087341e-02,-3.699756786227226257e-02,-6.179076433181762695e-01
5.706681683659553528e-02,6.522154062986373901e-02,5.155951976776123047e-01,2.055453658103942871e-01,-1.003115534782409668e+00,3.734610378742218018e-01,-4.729561209678649902e-01,3.922784328460693359e-01,-2.027294635772705078e-01
1.066250950098037720e-01,1.731490716338157654e-03,4.800362288951873779e-01,2.400148957967758179e-01,1.919197440147399902e-01,-6.363655924797058105e-01,3.608748018741607666e-01,-1.137079715728759766e+00,-5.570886135101318359e-01
8.827726840972900391e-01,-6.867938488721847534e-02,-5.688456296920776367e-01,-3.231835663318634033e-01,-8.602003008127212524e-02,-1.915089637041091919e-01,9.333444237709045410e-01,-6.521203517913818359e-01,1.810082346200942993e-01
6.856878399848937988e-01,5.621404051780700684e-01,-1.818609833717346191e-01,-4.366782605648040771e-01,8.195021748542785645e-01,-4.737186133861541748e-01,4.816594123840332031e-01,2.068627327680587769e-01,3.751868009567260742e-01
2.868271768093109131e-01,-3.863497376441955566e-01,-3.862735033035278320e-01,4.778999090194702148e-01,-6.880697011947631836e-01,1.019912719726562500e+00,7.416619658470153809e-01,-3.454613387584686279e-01,-3.080591261386871338e-01
-3.597736060619354248e-01,-1.882161051034927368e-01,-5.526817440986633301e-01,-3.401134014129638672e-01,-6.322262287139892578e-01,7.303789258003234863e-02,-5.771453380584716797e-01,-5.199233293533325195e-01,-5.890372991561889648e-01
7.402348518371582031e-01,2.216331958770751953e-01,-5.343132019042968750e-01,5.371328592300415039e-01,4.589669704437255859e-01,-2.349979281425476074e-01,2.321537733078002930e-01,-1.483786404132843018e-01,-1.734581291675567627e-01
-4.663765132427215576e-01,-6.528980731964111328e-01,-7.115283608436584473e-01,6.058903411030769348e-03,-2.901401221752166748e-01,5.181132555007934570e-01,4.683771133422851562e-01,1.041877388954162598e+00,1.439594477415084839e-01
